Image_ID,class,confidence,ymin,xmin,ymax,xmax
ID_001296,0,0,0,0,0,0
ID_001297,0,0,0,0,0,0
ID_001298,0,0,0,0,0,0
ID_001299,0,0,0,0,0,0
ID_001300,0,0,0,0,0,0
ID_001301,0,0,0,0,0,0
ID_001302,0,0,0,0,0,0
ID_001303,0,0,0,0,0,0
ID_001304,0,0,0,0,0,0
ID_001305,0,0,0,0,0,0
ID_001306,0,0,0,0,0,0
ID_001307,0,0,0,0,0,0
ID_001308,0,0,0,0,0,0
ID_001309,0,0,0,0,0,0
ID_001310,0,0,0,0,0,0
ID_001311,0,0,0,0,0,0
ID_001312,0,0,0,0,0,0
ID_001313,0,0,0,0,0,0
ID_001314,0,0,0,0,0,0
ID_001315,0,0,0,0,0,0
ID_001316,0,0,0,0,0,0
ID_001317,0,0,0,0,0,0
ID_001318,0,0,0,0,0,0
ID_001319,0,0,0,0,0,0
ID_001320,0,0,0,0,0,0
ID_001321,0,0,0,0,0,0
ID_001322,0,0,0,0,0,0
ID_001323,0,0,0,0,0,0
ID_001324,0,0,0,0,0,0
ID_001325,0,0,0,0,0,0
ID_001326,0,0,0,0,0,0
ID_001327,0,0,0,0,0,0
ID_001328,0,0,0,0,0,0
ID_001329,0,0,0,0,0,0
ID_001330,0,0,0,0,0,0
ID_001331,0,0,0,0,0,0
ID_001332,0,0,0,0,0,0
ID_001333,0,0,0,0,0,0
ID_001334,0,0,0,0,0,0
ID_001335,0,0,0,0,0,0
ID_001336,0,0,0,0,0,0
ID_001337,0,0,0,0,0,0
ID_001338,0,0,0,0,0,0
ID_001339,0,0,0,0,0,0
ID_001340,0,0,0,0,0,0
ID_001341,0,0,0,0,0,0
ID_001342,0,0,0,0,0,0
ID_001343,0,0,0,0,0,0
ID_001344,0,0,0,0,0,0
ID_001345,0,0,0,0,0,0
ID_001346,0,0,0,0,0,0
ID_001347,0,0,0,0,0,0
ID_001348,0,0,0,0,0,0
ID_001349,0,0,0,0,0,0
ID_001350,0,0,0,0,0,0
ID_001351,0,0,0,0,0,0
ID_001352,0,0,0,0,0,0
ID_001353,0,0,0,0,0,0
ID_001354,0,0,0,0,0,0
ID_001355,0,0,0,0,0,0
ID_001356,0,0,0,0,0,0
ID_001357,0,0,0,0,0,0
ID_001358,0,0,0,0,0,0
ID_001359,0,0,0,0,0,0
ID_001360,0,0,0,0,0,0
ID_001361,0,0,0,0,0,0
ID_001362,0,0,0,0,0,0
ID_001363,0,0,0,0,0,0
ID_001364,0,0,0,0,0,0
ID_001365,0,0,0,0,0,0
ID_001366,0,0,0,0,0,0
ID_001367,0,0,0,0,0,0
ID_001368,0,0,0,0,0,0
ID_001369,0,0,0,0,0,0
ID_001370,0,0,0,0,0,0
ID_001371,0,0,0,0,0,0
ID_001372,0,0,0,0,0,0
ID_001373,0,0,0,0,0,0
ID_001374,0,0,0,0,0,0
ID_001375,0,0,0,0,0,0
ID_001376,0,0,0,0,0,0
ID_001377,0,0,0,0,0,0
ID_001378,0,0,0,0,0,0
ID_001379,0,0,0,0,0,0
ID_001380,0,0,0,0,0,0
ID_001381,0,0,0,0,0,0
ID_001382,0,0,0,0,0,0
ID_001383,0,0,0,0,0,0
ID_001384,0,0,0,0,0,0
ID_001385,0,0,0,0,0,0
ID_001386,0,0,0,0,0,0
ID_001387,0,0,0,0,0,0
ID_001388,0,0,0,0,0,0
ID_001389,0,0,0,0,0,0
ID_001390,0,0,0,0,0,0
ID_001391,0,0,0,0,0,0
ID_001392,0,0,0,0,0,0
ID_001393,0,0,0,0,0,0
ID_001394,0,0,0,0,0,0
ID_001395,0,0,0,0,0,0
ID_001396,0,0,0,0,0,0
ID_001397,0,0,0,0,0,0
ID_001398,0,0,0,0,0,0
ID_001399,0,0,0,0,0,0
ID_001400,0,0,0,0,0,0
ID_001401,0,0,0,0,0,0
ID_001402,0,0,0,0,0,0
ID_001403,0,0,0,0,0,0
ID_001404,0,0,0,0,0,0
ID_001405,0,0,0,0,0,0
ID_001406,0,0,0,0,0,0
ID_001407,0,0,0,0,0,0
ID_001408,0,0,0,0,0,0
ID_001409,0,0,0,0,0,0
ID_001410,0,0,0,0,0,0
ID_001411,0,0,0,0,0,0
ID_001412,0,0,0,0,0,0
ID_001413,0,0,0,0,0,0
ID_001414,0,0,0,0,0,0
ID_001415,0,0,0,0,0,0
ID_001416,0,0,0,0,0,0
ID_001417,0,0,0,0,0,0
ID_001418,0,0,0,0,0,0
ID_001419,0,0,0,0,0,0
ID_001420,0,0,0,0,0,0
ID_001421,0,0,0,0,0,0
ID_001422,0,0,0,0,0,0
ID_001423,0,0,0,0,0,0
ID_001424,0,0,0,0,0,0
ID_001425,0,0,0,0,0,0
ID_001426,0,0,0,0,0,0
ID_001427,0,0,0,0,0,0
ID_001428,0,0,0,0,0,0
ID_001429,0,0,0,0,0,0
ID_001430,0,0,0,0,0,0
ID_001431,0,0,0,0,0,0
ID_001432,0,0,0,0,0,0
ID_001433,0,0,0,0,0,0
ID_001434,0,0,0,0,0,0
ID_001435,0,0,0,0,0,0
ID_001436,0,0,0,0,0,0
ID_001437,0,0,0,0,0,0
ID_001438,0,0,0,0,0,0
ID_001439,0,0,0,0,0,0
ID_001440,0,0,0,0,0,0
ID_001441,0,0,0,0,0,0
ID_001442,0,0,0,0,0,0
ID_001443,0,0,0,0,0,0
ID_001444,0,0,0,0,0,0
ID_001445,0,0,0,0,0,0
ID_001446,0,0,0,0,0,0
ID_001447,0,0,0,0,0,0
ID_001448,0,0,0,0,0,0
ID_001449,0,0,0,0,0,0
ID_001450,0,0,0,0,0,0
ID_001451,0,0,0,0,0,0
ID_001452,0,0,0,0,0,0
ID_001453,0,0,0,0,0,0
ID_001454,0,0,0,0,0,0
ID_001455,0,0,0,0,0,0
ID_001456,0,0,0,0,0,0
ID_001457,0,0,0,0,0,0
ID_001458,0,0,0,0,0,0
ID_001459,0,0,0,0,0,0
ID_001460,0,0,0,0,0,0
ID_001461,0,0,0,0,0,0
ID_001462,0,0,0,0,0,0
ID_001463,0,0,0,0,0,0
ID_001464,0,0,0,0,0,0
ID_001465,0,0,0,0,0,0
ID_001466,0,0,0,0,0,0
ID_001467,0,0,0,0,0,0
ID_001468,0,0,0,0,0,0
ID_001469,0,0,0,0,0,0
ID_001470,0,0,0,0,0,0
ID_001471,0,0,0,0,0,0
ID_001472,0,0,0,0,0,0
ID_001473,0,0,0,0,0,0
ID_001474,0,0,0,0,0,0
ID_001475,0,0,0,0,0,0
ID_001476,0,0,0,0,0,0
ID_001477,0,0,0,0,0,0
ID_001478,0,0,0,0,0,0
ID_001479,0,0,0,0,0,0
ID_001480,0,0,0,0,0,0
ID_001481,0,0,0,0,0,0
ID_001482,0,0,0,0,0,0
ID_001483,0,0,0,0,0,0
ID_001484,0,0,0,0,0,0
ID_001485,0,0,0,0,0,0
ID_001486,0,0,0,0,0,0
ID_001487,0,0,0,0,0,0
ID_001488,0,0,0,0,0,0
ID_001489,0,0,0,0,0,0
ID_001490,0,0,0,0,0,0
ID_001491,0,0,0,0,0,0
ID_001492,0,0,0,0,0,0
ID_001493,0,0,0,0,0,0
ID_001494,0,0,0,0,0,0
ID_001495,0,0,0,0,0,0
ID_001496,0,0,0,0,0,0
ID_001497,0,0,0,0,0,0
ID_001498,0,0,0,0,0,0
ID_001499,0,0,0,0,0,0
ID_001500,0,0,0,0,0,0
ID_001501,0,0,0,0,0,0
ID_001502,0,0,0,0,0,0
ID_001503,0,0,0,0,0,0
ID_001504,0,0,0,0,0,0
ID_001505,0,0,0,0,0,0
ID_001506,0,0,0,0,0,0
ID_001507,0,0,0,0,0,0
ID_001508,0,0,0,0,0,0
ID_001509,0,0,0,0,0,0
ID_001510,0,0,0,0,0,0
ID_001511,0,0,0,0,0,0
ID_001512,0,0,0,0,0,0
ID_001513,0,0,0,0,0,0
ID_001514,0,0,0,0,0,0
ID_001515,0,0,0,0,0,0
ID_001516,0,0,0,0,0,0
ID_001517,0,0,0,0,0,0
ID_001518,0,0,0,0,0,0
ID_001519,0,0,0,0,0,0
ID_001520,0,0,0,0,0,0
ID_001521,0,0,0,0,0,0
ID_001522,0,0,0,0,0,0
ID_001523,0,0,0,0,0,0
ID_001524,0,0,0,0,0,0
ID_001525,0,0,0,0,0,0
ID_001526,0,0,0,0,0,0
ID_001527,0,0,0,0,0,0
ID_001528,0,0,0,0,0,0
ID_001529,0,0,0,0,0,0
ID_001530,0,0,0,0,0,0
ID_001531,0,0,0,0,0,0
ID_001532,0,0,0,0,0,0
ID_001533,0,0,0,0,0,0
ID_001534,0,0,0,0,0,0
ID_001535,0,0,0,0,0,0
ID_001536,0,0,0,0,0,0
ID_001537,0,0,0,0,0,0
ID_001538,0,0,0,0,0,0
ID_001539,0,0,0,0,0,0
ID_001540,0,0,0,0,0,0
ID_001541,0,0,0,0,0,0
ID_001542,0,0,0,0,0,0
ID_001543,0,0,0,0,0,0
ID_001544,0,0,0,0,0,0
ID_001545,0,0,0,0,0,0
ID_001546,0,0,0,0,0,0
ID_001547,0,0,0,0,0,0
ID_001548,0,0,0,0,0,0
ID_001549,0,0,0,0,0,0
ID_001550,0,0,0,0,0,0
ID_001551,0,0,0,0,0,0
ID_001552,0,0,0,0,0,0
ID_001553,0,0,0,0,0,0
ID_001554,0,0,0,0,0,0
ID_001555,0,0,0,0,0,0
ID_001556,0,0,0,0,0,0
ID_001557,0,0,0,0,0,0
ID_001558,0,0,0,0,0,0
ID_001559,0,0,0,0,0,0
ID_001560,0,0,0,0,0,0
ID_001561,0,0,0,0,0,0
ID_001562,0,0,0,0,0,0
ID_001563,0,0,0,0,0,0
ID_001564,0,0,0,0,0,0
ID_001565,0,0,0,0,0,0
ID_001566,0,0,0,0,0,0
ID_001567,0,0,0,0,0,0
ID_001568,0,0,0,0,0,0
ID_001569,0,0,0,0,0,0
ID_001570,0,0,0,0,0,0
ID_001571,0,0,0,0,0,0
ID_001572,0,0,0,0,0,0
ID_001573,0,0,0,0,0,0
ID_001574,0,0,0,0,0,0
ID_001575,0,0,0,0,0,0
ID_001576,0,0,0,0,0,0
ID_001577,0,0,0,0,0,0
ID_001578,0,0,0,0,0,0
ID_001579,0,0,0,0,0,0
ID_001580,0,0,0,0,0,0
ID_001581,0,0,0,0,0,0
ID_001582,0,0,0,0,0,0
ID_001583,0,0,0,0,0,0
ID_001584,0,0,0,0,0,0
ID_001585,0,0,0,0,0,0
ID_001586,0,0,0,0,0,0
ID_001587,0,0,0,0,0,0
ID_001588,0,0,0,0,0,0
ID_001589,0,0,0,0,0,0
ID_001590,0,0,0,0,0,0
ID_001591,0,0,0,0,0,0
ID_001592,0,0,0,0,0,0
ID_001593,0,0,0,0,0,0
ID_001594,0,0,0,0,0,0
ID_001595,0,0,0,0,0,0
ID_001596,0,0,0,0,0,0
ID_001597,0,0,0,0,0,0
ID_001598,0,0,0,0,0,0
ID_001599,0,0,0,0,0,0
ID_001600,0,0,0,0,0,0
ID_001601,0,0,0,0,0,0
ID_001602,0,0,0,0,0,0
ID_001603,0,0,0,0,0,0
ID_001604,0,0,0,0,0,0
ID_001605,0,0,0,0,0,0
ID_001606,0,0,0,0,0,0
ID_001607,0,0,0,0,0,0
ID_001608,0,0,0,0,0,0
ID_001609,0,0,0,0,0,0
ID_001610,0,0,0,0,0,0
ID_001611,0,0,0,0,0,0
ID_001612,0,0,0,0,0,0
ID_001613,0,0,0,0,0,0
ID_001614,0,0,0,0,0,0
ID_001615,0,0,0,0,0,0
ID_001616,0,0,0,0,0,0
ID_001617,0,0,0,0,0,0
ID_001618,0,0,0,0,0,0
ID_001619,0,0,0,0,0,0
ID_001620,0,0,0,0,0,0
ID_001621,0,0,0,0,0,0
ID_001622,0,0,0,0,0,0
ID_001623,0,0,0,0,0,0
ID_001624,0,0,0,0,0,0
ID_001625,0,0,0,0,0,0
ID_001626,0,0,0,0,0,0
ID_001627,0,0,0,0,0,0
ID_001628,0,0,0,0,0,0
ID_001629,0,0,0,0,0,0
ID_001630,0,0,0,0,0,0
ID_001631,0,0,0,0,0,0
ID_001632,0,0,0,0,0,0
ID_001633,0,0,0,0,0,0
ID_001634,0,0,0,0,0,0
ID_001635,0,0,0,0,0,0
ID_001636,0,0,0,0,0,0
ID_001637,0,0,0,0,0,0
ID_001638,0,0,0,0,0,0
ID_001639,0,0,0,0,0,0
ID_001640,0,0,0,0,0,0
ID_001641,0,0,0,0,0,0
ID_001642,0,0,0,0,0,0
ID_001643,0,0,0,0,0,0
ID_001644,0,0,0,0,0,0
ID_001645,0,0,0,0,0,0
ID_001646,0,0,0,0,0,0
ID_001647,0,0,0,0,0,0
ID_001648,0,0,0,0,0,0
ID_001649,0,0,0,0,0,0
ID_001650,0,0,0,0,0,0
ID_001651,0,0,0,0,0,0
ID_001652,0,0,0,0,0,0
ID_001653,0,0,0,0,0,0
ID_001654,0,0,0,0,0,0
ID_001655,0,0,0,0,0,0
ID_001656,0,0,0,0,0,0
ID_001657,0,0,0,0,0,0
ID_001658,0,0,0,0,0,0
ID_001659,0,0,0,0,0,0
ID_001660,0,0,0,0,0,0
ID_001661,0,0,0,0,0,0
ID_001662,0,0,0,0,0,0
ID_001663,0,0,0,0,0,0
ID_001664,0,0,0,0,0,0
ID_001665,0,0,0,0,0,0
ID_001666,0,0,0,0,0,0
ID_001667,0,0,0,0,0,0
ID_001668,0,0,0,0,0,0
ID_001669,0,0,0,0,0,0
ID_001670,0,0,0,0,0,0
ID_001671,0,0,0,0,0,0
ID_001672,0,0,0,0,0,0
ID_001673,0,0,0,0,0,0
ID_001674,0,0,0,0,0,0
ID_001675,0,0,0,0,0,0
ID_001676,0,0,0,0,0,0
ID_001677,0,0,0,0,0,0
ID_001678,0,0,0,0,0,0
ID_001679,0,0,0,0,0,0
ID_001680,0,0,0,0,0,0
ID_001681,0,0,0,0,0,0
ID_001682,0,0,0,0,0,0
ID_001683,0,0,0,0,0,0
ID_001684,0,0,0,0,0,0
ID_001685,0,0,0,0,0,0
ID_001686,0,0,0,0,0,0
ID_001687,0,0,0,0,0,0
ID_001688,0,0,0,0,0,0
ID_001689,0,0,0,0,0,0
ID_001690,0,0,0,0,0,0
ID_001691,0,0,0,0,0,0
ID_001692,0,0,0,0,0,0
ID_001693,0,0,0,0,0,0
ID_001694,0,0,0,0,0,0
ID_001695,0,0,0,0,0,0
ID_001696,0,0,0,0,0,0
ID_001697,0,0,0,0,0,0
ID_001698,0,0,0,0,0,0
ID_001699,0,0,0,0,0,0
ID_001700,0,0,0,0,0,0
ID_001701,0,0,0,0,0,0
ID_001702,0,0,0,0,0,0
ID_001703,0,0,0,0,0,0
ID_001704,0,0,0,0,0,0
ID_001705,0,0,0,0,0,0
ID_001706,0,0,0,0,0,0
ID_001707,0,0,0,0,0,0
ID_001708,0,0,0,0,0,0
ID_001709,0,0,0,0,0,0
ID_001710,0,0,0,0,0,0
ID_001711,0,0,0,0,0,0
ID_001712,0,0,0,0,0,0
ID_001713,0,0,0,0,0,0
ID_001714,0,0,0,0,0,0
ID_001715,0,0,0,0,0,0
ID_001716,0,0,0,0,0,0
ID_001717,0,0,0,0,0,0
ID_001718,0,0,0,0,0,0
ID_001719,0,0,0,0,0,0
ID_001720,0,0,0,0,0,0
ID_001721,0,0,0,0,0,0
ID_001722,0,0,0,0,0,0
ID_001723,0,0,0,0,0,0
ID_001724,0,0,0,0,0,0
ID_001725,0,0,0,0,0,0
ID_001726,0,0,0,0,0,0
ID_001727,0,0,0,0,0,0
ID_001728,0,0,0,0,0,0
ID_001729,0,0,0,0,0,0
ID_001730,0,0,0,0,0,0
ID_001731,0,0,0,0,0,0
ID_001732,0,0,0,0,0,0
ID_001733,0,0,0,0,0,0
ID_001734,0,0,0,0,0,0
ID_001735,0,0,0,0,0,0
ID_001736,0,0,0,0,0,0
ID_001737,0,0,0,0,0,0
ID_001738,0,0,0,0,0,0
ID_001739,0,0,0,0,0,0
ID_001740,0,0,0,0,0,0
ID_001741,0,0,0,0,0,0
ID_001742,0,0,0,0,0,0
ID_001743,0,0,0,0,0,0
ID_001744,0,0,0,0,0,0
ID_001745,0,0,0,0,0,0
ID_001746,0,0,0,0,0,0
ID_001747,0,0,0,0,0,0
ID_001748,0,0,0,0,0,0
ID_001749,0,0,0,0,0,0
ID_001750,0,0,0,0,0,0
ID_001751,0,0,0,0,0,0
ID_001752,0,0,0,0,0,0
ID_001753,0,0,0,0,0,0
ID_001754,0,0,0,0,0,0
ID_001755,0,0,0,0,0,0
ID_001756,0,0,0,0,0,0
ID_001757,0,0,0,0,0,0
ID_001758,0,0,0,0,0,0
ID_001759,0,0,0,0,0,0
ID_001760,0,0,0,0,0,0
ID_001761,0,0,0,0,0,0
ID_001762,0,0,0,0,0,0
ID_001763,0,0,0,0,0,0
ID_001764,0,0,0,0,0,0
ID_001765,0,0,0,0,0,0
ID_001766,0,0,0,0,0,0
ID_001767,0,0,0,0,0,0
ID_001768,0,0,0,0,0,0
ID_001769,0,0,0,0,0,0
ID_001770,0,0,0,0,0,0
ID_001771,0,0,0,0,0,0
ID_001772,0,0,0,0,0,0
ID_001773,0,0,0,0,0,0
ID_001774,0,0,0,0,0,0
ID_001775,0,0,0,0,0,0
ID_001776,0,0,0,0,0,0
ID_001777,0,0,0,0,0,0
ID_001778,0,0,0,0,0,0
ID_001779,0,0,0,0,0,0
ID_001780,0,0,0,0,0,0
ID_001781,0,0,0,0,0,0
ID_001782,0,0,0,0,0,0
ID_001783,0,0,0,0,0,0
ID_001784,0,0,0,0,0,0
ID_001785,0,0,0,0,0,0
ID_001786,0,0,0,0,0,0
ID_001787,0,0,0,0,0,0
ID_001788,0,0,0,0,0,0
ID_001789,0,0,0,0,0,0
ID_001790,0,0,0,0,0,0
ID_001791,0,0,0,0,0,0
ID_001792,0,0,0,0,0,0
ID_001793,0,0,0,0,0,0
ID_001794,0,0,0,0,0,0
ID_001795,0,0,0,0,0,0
ID_001796,0,0,0,0,0,0
ID_001797,0,0,0,0,0,0
ID_001798,0,0,0,0,0,0
ID_001799,0,0,0,0,0,0
